kode_pegawai,jenis_kelamin,pendidikan,kelompok_pegawai,status_pegawai,golongan,sumber_data,aktif_sistem_baru,status_aktif,tahun,ada_data_tahun_ini,absensi_jumlah_hari,absensi_checkin_terisi,absensi_checkout_terisi,absensi_rata_jam_masuk,absensi_rata_durasi_jam,apel_jumlah_undangan,apel_hadir,apel_tidak_hadir,apel_persen_hadir,penugasan_jumlah,penugasan_kegiatan_unik,penugasan_terverifikasi,pelatihan_jumlah,pelatihan_bersertifikat,pelatihan_kumulatif_sd_tahun,pelatihan_tanpa_tahun,asesmen_integritas,asesmen_kerjasama,asesmen_komunikasi,asesmen_orientasi_hasil,asesmen_pelayanan_publik,asesmen_pengembangan_diri,asesmen_mengelola_perubahan,asesmen_pengambilan_keputusan,asesmen_perekat_bangsa,asesmen_total,asesmen_persen,asesmen_tersedia,skp_predikat,skp_sangat_baik,skp_jumlah_periode,skp_bulan_dinilai,skp_predikat_bervariasi,skp_tw1_predikat,skp_tw1_sangat_baik,skp_tw2_predikat,skp_tw2_sangat_baik,skp_jumlah_triwulan,skp_konsisten_sangat_baik,skp_jenis_penilaian,kelompok_usia
P067,Perempuan,S1,Fungsional,PNS,III/d,keduanya,1,Aktif,2023,1,,,,,,28.0,22.0,6.0,78.57,11.0,11.0,11.0,1.0,1.0,10.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,16.0,59.26,1.0,,,,,,,,,,,,,40-49
P067,Perempuan,S1,Fungsional,PNS,III/d,keduanya,1,Aktif,2024,1,,,,,,43.0,33.0,10.0,76.74,15.0,15.0,14.0,1.0,1.0,11.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,16.0,59.26,1.0,Baik,0.0,1.0,12.0,0.0,,,,,,,Tahunan,40-49
P067,Perempuan,S1,Fungsional,PNS,III/d,keduanya,1,Aktif,2025,1,167.0,164.0,153.0,7.46,8.81,34.0,25.0,9.0,73.53,12.0,12.0,12.0,2.0,2.0,13.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,16.0,59.26,1.0,Sangat Baik,1.0,1.0,11.0,0.0,,,,,,,Tahunan,40-49
P067,Perempuan,S1,Fungsional,PNS,III/d,keduanya,1,Aktif,2026,1,132.0,132.0,131.0,7.38,8.72,18.0,14.0,4.0,77.78,4.0,4.0,,0.0,0.0,13.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,16.0,59.26,1.0,Baik,0.0,,,,Baik,0.0,Baik,0.0,2.0,0.0,Triwulan (terkini),40-49
P068,Perempuan,S1,Pelaksana,PNS,III/d,keduanya,1,Aktif,2023,1,,,,,,28.0,23.0,5.0,82.14,8.0,8.0,8.0,1.0,1.0,9.0,6.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,21.0,77.78,1.0,,,,,,,,,,,,,50-59
P068,Perempuan,S1,Pelaksana,PNS,III/d,keduanya,1,Aktif,2024,1,,,,,,43.0,36.0,7.0,83.72,6.0,6.0,6.0,2.0,2.0,11.0,6.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,21.0,77.78,1.0,Baik,0.0,1.0,12.0,0.0,,,,,,,Tahunan,50-59
P068,Perempuan,S1,Pelaksana,PNS,III/d,keduanya,1,Aktif,2025,1,190.0,185.0,174.0,7.53,8.75,34.0,27.0,7.0,79.41,3.0,3.0,3.0,0.0,0.0,11.0,6.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,21.0,77.78,1.0,Baik,0.0,1.0,11.0,0.0,,,,,,,Tahunan,50-59
P068,Perempuan,S1,Pelaksana,PNS,III/d,keduanya,1,Aktif,2026,1,129.0,128.0,128.0,7.16,8.87,18.0,14.0,4.0,77.78,4.0,4.0,,0.0,0.0,11.0,6.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,21.0,77.78,1.0,Baik,0.0,,,,Baik,0.0,Baik,0.0,2.0,0.0,Triwulan (terkini),50-59
P069,Laki-laki,S2,PNS,Fungsional,Penata Tk. I/IIId,sistem_lama,0,Tidak Terdaftar,2023,1,,,,,,28.0,21.0,7.0,75.0,24.0,24.0,24.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,50-59
P069,Laki-laki,S2,PNS,Fungsional,Penata Tk. I/IIId,sistem_lama,0,Tidak Terdaftar,2024,1,,,,,,20.0,19.0,1.0,95.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,50-59
P069,Laki-laki,S2,PNS,Fungsional,Penata Tk. I/IIId,sistem_lama,0,Tidak Terdaftar,2025,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,50-59
P069,Laki-laki,S2,PNS,Fungsional,Penata Tk. I/IIId,sistem_lama,0,Tidak Terdaftar,2026,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,50-59
P070,Laki-laki,S1,Fungsional,PPPK,IX,keduanya,1,Aktif,2023,0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,14.0,51.85,1.0,,,,,,,,,,,,,<30
P070,Laki-laki,S1,Fungsional,PPPK,IX,keduanya,1,Aktif,2024,1,,,,,,23.0,22.0,1.0,95.65,3.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,14.0,51.85,1.0,Baik,0.0,1.0,9.0,0.0,,,,,,,Tahunan,<30
P070,Laki-laki,S1,Fungsional,PPPK,IX,keduanya,1,Aktif,2025,1,182.0,179.0,170.0,7.25,9.27,34.0,30.0,4.0,88.24,6.0,6.0,6.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,14.0,51.85,1.0,Sangat Baik,1.0,1.0,11.0,0.0,,,,,,,Tahunan,<30
P070,Laki-laki,S1,Fungsional,PPPK,IX,keduanya,1,Aktif,2026,1,127.0,126.0,125.0,7.23,9.09,18.0,17.0,1.0,94.44,6.0,6.0,,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,14.0,51.85,1.0,Baik,0.0,,,,Baik,0.0,Baik,0.0,2.0,0.0,Triwulan (terkini),30-39
P071,Laki-laki,S3,PNS,Struktural,Pembina/IVa,sistem_lama,0,Tidak Terdaftar,2023,0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,40-49
P071,Laki-laki,S3,PNS,Struktural,Pembina/IVa,sistem_lama,0,Tidak Terdaftar,2024,1,,,,,,8.0,8.0,0.0,100.0,10.0,10.0,9.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,Baik,0.0,1.0,3.0,0.0,,,,,,,Tahunan,50-59
P071,Laki-laki,S3,PNS,Struktural,Pembina/IVa,sistem_lama,0,Tidak Terdaftar,2025,1,52.0,48.0,46.0,7.44,9.13,16.0,14.0,2.0,87.5,14.0,14.0,13.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,Sangat Baik,1.0,1.0,3.0,0.0,,,,,,,Tahunan,50-59
P071,Laki-laki,S3,PNS,Struktural,Pembina/IVa,sistem_lama,0,Tidak Terdaftar,2026,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,50-59
P072,Perempuan,S1/D4,PNS,Pelaksana,Penata Muda Tk. I/IIIb,sistem_lama,0,Tidak Terdaftar,2023,1,,,,,,28.0,18.0,10.0,64.29,7.0,7.0,7.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,<30
P072,Perempuan,S1/D4,PNS,Pelaksana,Penata Muda Tk. I/IIIb,sistem_lama,0,Tidak Terdaftar,2024,1,,,,,,43.0,19.0,24.0,44.19,11.0,11.0,11.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,Baik,0.0,2.0,12.0,0.0,,,,,,,Tahunan,<30
P072,Perempuan,S1/D4,PNS,Pelaksana,Penata Muda Tk. I/IIIb,sistem_lama,0,Tidak Terdaftar,2025,1,199.0,198.0,188.0,7.96,8.48,34.0,7.0,27.0,20.59,2.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,Baik,0.0,1.0,11.0,0.0,,,,,,,Tahunan,<30
P072,Perempuan,S1/D4,PNS,Pelaksana,Penata Muda Tk. I/IIIb,sistem_lama,0,Tidak Terdaftar,2026,1,22.0,19.0,20.0,7.51,9.08,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,30-39
P073,Laki-laki,S2,PNS,Widyaiswara,Penata Tk. I/IIId,sistem_lama,0,Tidak Terdaftar,2023,0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,60+
P073,Laki-laki,S2,PNS,Widyaiswara,Penata Tk. I/IIId,sistem_lama,0,Tidak Terdaftar,2024,0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,60+
P073,Laki-laki,S2,PNS,Widyaiswara,Penata Tk. I/IIId,sistem_lama,0,Tidak Terdaftar,2025,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,60+
P073,Laki-laki,S2,PNS,Widyaiswara,Penata Tk. I/IIId,sistem_lama,0,Tidak Terdaftar,2026,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,60+
P074,Laki-laki,SMA/Sederajat,PNS,Pelaksana,Penata Muda Tk. I/IIIb,sistem_lama,0,Tidak Terdaftar,2023,1,,,,,,28.0,26.0,2.0,92.86,2.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,50-59
P074,Laki-laki,SMA/Sederajat,PNS,Pelaksana,Penata Muda Tk. I/IIIb,sistem_lama,0,Tidak Terdaftar,2024,1,,,,,,43.0,36.0,7.0,83.72,4.0,4.0,4.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,Sangat Baik,1.0,1.0,12.0,0.0,,,,,,,Tahunan,50-59
P074,Laki-laki,SMA/Sederajat,PNS,Pelaksana,Penata Muda Tk. I/IIIb,sistem_lama,0,Tidak Terdaftar,2025,1,0.0,0.0,0.0,,,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,50-59
P074,Laki-laki,SMA/Sederajat,PNS,Pelaksana,Penata Muda Tk. I/IIIb,sistem_lama,0,Tidak Terdaftar,2026,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,50-59
P075,Laki-laki,SMA/SMK,Pelaksana,PPPK PW,,sistem_baru,1,Aktif,2023,1,,,,,,28.0,25.0,3.0,89.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,<30
P075,Laki-laki,SMA/SMK,Pelaksana,PPPK PW,,sistem_baru,1,Aktif,2024,1,,,,,,43.0,40.0,3.0,93.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,<30
P075,Laki-laki,SMA/SMK,Pelaksana,PPPK PW,,sistem_baru,1,Aktif,2025,1,0.0,0.0,0.0,,,34.0,33.0,1.0,97.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,Baik,0.0,1.0,3.0,0.0,,,,,,,Tahunan,<30
P075,Laki-laki,SMA/SMK,Pelaksana,PPPK PW,,sistem_baru,1,Aktif,2026,1,133.0,132.0,117.0,6.92,8.35,18.0,17.0,1.0,94.44,2.0,2.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,Baik,0.0,,,,Baik,0.0,Baik,0.0,2.0,0.0,Triwulan (terkini),<30
P076,Laki-laki,SMA/SMK,Pelaksana,PNS,III/b,keduanya,1,Aktif,2023,1,,,,,,28.0,18.0,10.0,64.29,5.0,5.0,5.0,2.0,2.0,4.0,0.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,17.0,62.96,1.0,,,,,,,,,,,,,50-59
P076,Laki-laki,SMA/SMK,Pelaksana,PNS,III/b,keduanya,1,Aktif,2024,1,,,,,,43.0,38.0,5.0,88.37,8.0,8.0,8.0,0.0,0.0,4.0,0.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,17.0,62.96,1.0,Baik,0.0,1.0,12.0,0.0,,,,,,,Tahunan,50-59
P076,Laki-laki,SMA/SMK,Pelaksana,PNS,III/b,keduanya,1,Aktif,2025,1,211.0,209.0,185.0,7.3,10.46,34.0,23.0,11.0,67.65,3.0,3.0,3.0,0.0,0.0,4.0,0.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,17.0,62.96,1.0,Baik,0.0,1.0,11.0,0.0,,,,,,,Tahunan,50-59
P076,Laki-laki,SMA/SMK,Pelaksana,PNS,III/b,keduanya,1,Aktif,2026,1,136.0,134.0,131.0,7.32,10.18,18.0,13.0,5.0,72.22,3.0,3.0,,0.0,0.0,4.0,0.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,17.0,62.96,1.0,Baik,0.0,,,,Baik,0.0,Baik,0.0,2.0,0.0,Triwulan (terkini),50-59
P077,Perempuan,D3,Fungsional,PNS,-,keduanya,1,Aktif,2023,0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,15.0,55.56,1.0,,,,,,,,,,,,,
P077,Perempuan,D3,Fungsional,PNS,-,keduanya,1,Aktif,2024,0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,15.0,55.56,1.0,,,,,,,,,,,,,
P077,Perempuan,D3,Fungsional,PNS,-,keduanya,1,Aktif,2025,1,127.0,126.0,116.0,7.25,9.25,22.0,20.0,2.0,90.91,3.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,15.0,55.56,1.0,Baik,0.0,1.0,7.0,0.0,,,,,,,Tahunan,
P077,Perempuan,D3,Fungsional,PNS,-,keduanya,1,Aktif,2026,1,136.0,134.0,133.0,7.27,8.96,18.0,18.0,0.0,100.0,5.0,5.0,,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,15.0,55.56,1.0,Baik,0.0,,,,Baik,0.0,Baik,0.0,2.0,0.0,Triwulan (terkini),
P078,Perempuan,SD,PNS,Fungsional Umum,Pengatur Muda/IIa,sistem_lama,0,Tidak Terdaftar,2023,0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,60+
P078,Perempuan,SD,PNS,Fungsional Umum,Pengatur Muda/IIa,sistem_lama,0,Tidak Terdaftar,2024,0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,60+
P078,Perempuan,SD,PNS,Fungsional Umum,Pengatur Muda/IIa,sistem_lama,0,Tidak Terdaftar,2025,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,60+
P078,Perempuan,SD,PNS,Fungsional Umum,Pengatur Muda/IIa,sistem_lama,0,Tidak Terdaftar,2026,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,60+
P079,Laki-laki,SMA/SMK,Pelaksana,PPPK,V,keduanya,1,Aktif,2023,1,,,,,,28.0,19.0,9.0,67.86,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,30-39
P079,Laki-laki,SMA/SMK,Pelaksana,PPPK,V,keduanya,1,Aktif,2024,1,,,,,,43.0,40.0,3.0,93.02,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,30-39
P079,Laki-laki,SMA/SMK,Pelaksana,PPPK,V,keduanya,1,Aktif,2025,1,40.0,39.0,2.0,7.0,10.32,34.0,31.0,3.0,91.18,2.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,Baik,0.0,1.0,4.0,0.0,,,,,,,Tahunan,30-39
P079,Laki-laki,SMA/SMK,Pelaksana,PPPK,V,keduanya,1,Aktif,2026,1,106.0,106.0,37.0,7.02,10.16,18.0,15.0,3.0,83.33,1.0,1.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,Baik,0.0,,,,Baik,0.0,Baik,0.0,2.0,0.0,Triwulan (terkini),30-39
P080,Laki-laki,S2,PNS,Widyaiswara,Pembina Tk. I/IVb,sistem_lama,0,Tidak Terdaftar,2023,0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,60+
P080,Laki-laki,S2,PNS,Widyaiswara,Pembina Tk. I/IVb,sistem_lama,0,Tidak Terdaftar,2024,0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,60+
P080,Laki-laki,S2,PNS,Widyaiswara,Pembina Tk. I/IVb,sistem_lama,0,Tidak Terdaftar,2025,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,60+
P080,Laki-laki,S2,PNS,Widyaiswara,Pembina Tk. I/IVb,sistem_lama,0,Tidak Terdaftar,2026,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,60+
P081,Laki-laki,S2,PNS,Widyaiswara,Pembina/IVa,sistem_lama,0,Tidak Terdaftar,2023,0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,60+
P081,Laki-laki,S2,PNS,Widyaiswara,Pembina/IVa,sistem_lama,0,Tidak Terdaftar,2024,0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,60+
P081,Laki-laki,S2,PNS,Widyaiswara,Pembina/IVa,sistem_lama,0,Tidak Terdaftar,2025,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,60+
P081,Laki-laki,S2,PNS,Widyaiswara,Pembina/IVa,sistem_lama,0,Tidak Terdaftar,2026,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,60+
P082,Laki-laki,S2,Fungsional,PNS,IV/b,keduanya,1,Aktif,2023,1,,,,,,28.0,20.0,8.0,71.43,18.0,18.0,18.0,4.0,4.0,22.0,0.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,18.0,66.67,1.0,,,,,,,,,,,,,40-49
P082,Laki-laki,S2,Fungsional,PNS,IV/b,keduanya,1,Aktif,2024,1,,,,,,43.0,36.0,7.0,83.72,20.0,20.0,20.0,0.0,0.0,22.0,0.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,18.0,66.67,1.0,Baik,0.0,1.0,12.0,0.0,,,,,,,Tahunan,40-49
P082,Laki-laki,S2,Fungsional,PNS,IV/b,keduanya,1,Aktif,2025,1,182.0,177.0,177.0,7.0,9.94,34.0,18.0,16.0,52.94,13.0,13.0,13.0,0.0,0.0,22.0,0.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,18.0,66.67,1.0,Sangat Baik,1.0,1.0,11.0,0.0,,,,,,,Tahunan,40-49
P082,Laki-laki,S2,Fungsional,PNS,IV/b,keduanya,1,Aktif,2026,1,108.0,108.0,107.0,6.78,9.93,18.0,6.0,12.0,33.33,12.0,12.0,,0.0,0.0,22.0,0.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,18.0,66.67,1.0,Sangat Baik,1.0,,,,Sangat Baik,1.0,Sangat Baik,1.0,2.0,1.0,Triwulan (terkini),40-49
P083,Laki-laki,SMA/Sederajat,PNS,Pelaksana,Penata Muda Tk. I/IIIb,sistem_lama,0,Tidak Terdaftar,2023,1,,,,,,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,50-59
P083,Laki-laki,SMA/Sederajat,PNS,Pelaksana,Penata Muda Tk. I/IIIb,sistem_lama,0,Tidak Terdaftar,2024,0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,50-59
P083,Laki-laki,SMA/Sederajat,PNS,Pelaksana,Penata Muda Tk. I/IIIb,sistem_lama,0,Tidak Terdaftar,2025,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,50-59
P083,Laki-laki,SMA/Sederajat,PNS,Pelaksana,Penata Muda Tk. I/IIIb,sistem_lama,0,Tidak Terdaftar,2026,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,60+
P084,Laki-laki,S2,PNS,Widyaiswara,Pembina/IVa,sistem_lama,0,Tidak Terdaftar,2023,0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,60+
P084,Laki-laki,S2,PNS,Widyaiswara,Pembina/IVa,sistem_lama,0,Tidak Terdaftar,2024,0,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,60+
P084,Laki-laki,S2,PNS,Widyaiswara,Pembina/IVa,sistem_lama,0,Tidak Terdaftar,2025,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,60+
P084,Laki-laki,S2,PNS,Widyaiswara,Pembina/IVa,sistem_lama,0,Tidak Terdaftar,2026,0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,60+
P085,Laki-laki,SMA/SMK,Pelaksana,PNS,III/a,keduanya,1,Aktif,2023,1,,,,,,28.0,26.0,2.0,92.86,2.0,2.0,2.0,2.0,2.0,7.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,16.0,59.26,1.0,,,,,,,,,,,,,50-59
P085,Laki-laki,SMA/SMK,Pelaksana,PNS,III/a,keduanya,1,Aktif,2024,1,,,,,,43.0,41.0,2.0,95.35,5.0,5.0,5.0,0.0,0.0,7.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,16.0,59.26,1.0,Baik,0.0,1.0,12.0,0.0,,,,,,,Tahunan,50-59
P085,Laki-laki,SMA/SMK,Pelaksana,PNS,III/a,keduanya,1,Aktif,2025,1,210.0,198.0,199.0,7.14,9.13,34.0,27.0,7.0,79.41,1.0,1.0,1.0,1.0,1.0,8.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,16.0,59.26,1.0,Sangat Baik,1.0,1.0,11.0,0.0,,,,,,,Tahunan,50-59
P085,Laki-laki,SMA/SMK,Pelaksana,PNS,III/a,keduanya,1,Aktif,2026,1,135.0,128.0,133.0,7.05,9.24,18.0,17.0,1.0,94.44,2.0,2.0,,0.0,0.0,8.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,16.0,59.26,1.0,Baik,0.0,,,,Baik,0.0,Baik,0.0,2.0,0.0,Triwulan (terkini),50-59
P086,Laki-laki,SMA/SMK,Pelaksana,PPPK,V,keduanya,1,Aktif,2023,1,,,,,,28.0,21.0,7.0,75.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,30-39
P086,Laki-laki,SMA/SMK,Pelaksana,PPPK,V,keduanya,1,Aktif,2024,1,,,,,,43.0,36.0,7.0,83.72,11.0,11.0,11.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,30-39
P086,Laki-laki,SMA/SMK,Pelaksana,PPPK,V,keduanya,1,Aktif,2025,1,43.0,42.0,38.0,6.92,9.54,34.0,28.0,6.0,82.35,17.0,17.0,17.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,Baik,0.0,1.0,4.0,0.0,,,,,,,Tahunan,30-39
P086,Laki-laki,SMA/SMK,Pelaksana,PPPK,V,keduanya,1,Aktif,2026,1,109.0,108.0,101.0,6.86,9.27,18.0,16.0,2.0,88.89,22.0,22.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,Baik,0.0,,,,Baik,0.0,Baik,0.0,2.0,0.0,Triwulan (terkini),40-49
P087,Laki-laki,S2,PNS,Fungsional,Pembina/IVa,sistem_lama,0,Tidak Terdaftar,2023,1,,,,,,28.0,22.0,6.0,78.57,24.0,24.0,24.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,50-59
P087,Laki-laki,S2,PNS,Fungsional,Pembina/IVa,sistem_lama,0,Tidak Terdaftar,2024,1,,,,,,43.0,37.0,6.0,86.05,28.0,28.0,28.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,Sangat Baik,1.0,1.0,12.0,0.0,,,,,,,Tahunan,50-59
P087,Laki-laki,S2,PNS,Fungsional,Pembina/IVa,sistem_lama,0,Tidak Terdaftar,2025,1,92.0,90.0,89.0,7.36,8.95,20.0,17.0,3.0,85.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,Sangat Baik,1.0,1.0,11.0,0.0,,,,,,,Tahunan,50-59
